id	startnum	endnum	textname	author	genre	year	Voice	IO	DO	To	Order
747959	55519	55538	St. Pierre's Studies of nature	Bernardin de Saint-Pierre	NF	1836	Passive	Noun	Noun	To	AccDat
749613	40321	40376	"Astoria, or, anecdotes of an enterprise beyond the Rocky Mountains"	"Irving, Washington, 1783-1859"	NF	1836	Passive	NA	NA	NA	NA
7040	44719	44742	Philothea		FIC	1836	Passive	NA	NA	NA	NA
7040	54795	54817	Philothea		FIC	1836	Passive	Noun	Noun	To	AccDat
7052	16045	16068	"Thirty Years Ago; or, The Memoirs of a Water Drinker Volume 1"		FIC	1836	Passive	NA	NA	NA	NA
7052	16168	16215	"Thirty Years Ago; or, The Memoirs of a Water Drinker Volume 1"		FIC	1836	Passive	Pronoun	Noun	To	AccDat
7111	26685	26710	Lafitte: The Pirate of the Gulf Volume 2		FIC	1836	Passive	NA	NA	NA	NA
7276	2413	2476	The Poor Rich Man and the Rich Poor Man		FIC	1836	Passive	NA	NA	NA	NA
7276	54275	54306	The Poor Rich Man and the Rich Poor Man		FIC	1836	Passive	Noun	Noun	To	AccDat
7286	41728	41774	Sketches . . 		FIC	1836	Passive	Pronoun	Noun	NoTo	AccDat
7349	3013	3048	"George Balcombe, Volume 2"		FIC	1836	Passive	NA	NA	NA	NA
7350	20632	20683	"The Partisan Leader: A Tale of the Future. By Edward William Sidney [pseud], Volume 1"		FIC	1836	Passive	Noun	Noun	To	AccDat
554444	5756	5813	Wheaton's International Law		MAG	1837	Passive	NA	NA	NA	NA
747652	40707	40791	"A general view of the origin and nature of the Constitution and government of the United States, deduced from the political history and condition of t"	Henry Baldwin	NF	1837	Passive	NA	NA	NA	NA
747882	42243	42270	"The Inventor''s Guide: Comprising the Rules, Forms, and Proceedings, for Securing Patent Rights"	Williard Phillips	NF	1837	Passive	NA	NA	NA	NA
747882	42409	42523	"The Inventor''s Guide: Comprising the Rules, Forms, and Proceedings, for Securing Patent Rights"	Williard Phillips	NF	1837	Passive	NA	NA	NA	NA
747960	51010	51038	On the extent of the Atonement in its relation to God and the universe	Thomas W. Jenkyn	NF	1837	Passive	NA	NA	NA	NA
747960	69423	69534	On the extent of the Atonement in its relation to God and the universe	Thomas W. Jenkyn	NF	1837	Passive	NA	NA	NA	NA
747960	73241	73260	On the extent of the Atonement in its relation to God and the universe	Thomas W. Jenkyn	NF	1837	Passive	NA	NA	NA	NA
747960	73966	73982	On the extent of the Atonement in its relation to God and the universe	Thomas W. Jenkyn	NF	1837	Passive	Noun	Noun	To	AccDat
755525	347	358	Memoirs of General Lafayette : with an Account of His Visit to America and His Reception By the Peop	"Knapp, Samuel L. (Samuel Lorenzo), 1783-1838"	NF	1837	Passive	NA	NA	NA	NA
755525	4298	4337	Memoirs of General Lafayette : with an Account of His Visit to America and His Reception By the Peop	"Knapp, Samuel L. (Samuel Lorenzo), 1783-1838"	NF	1837	Passive	Noun	Noun	To	AccDat
755525	58009	58057	Memoirs of General Lafayette : with an Account of His Visit to America and His Reception By the Peop	"Knapp, Samuel L. (Samuel Lorenzo), 1783-1838"	NF	1837	Passive	NA	NA	NA	NA
755525	61439	61494	Memoirs of General Lafayette : with an Account of His Visit to America and His Reception By the Peop	"Knapp, Samuel L. (Samuel Lorenzo), 1783-1838"	NF	1837	Passive	NA	NA	NA	NA
7273	64226	64260	"Live and Let Live; or, Domestic Service Illustrated"		FIC	1837	Passive	Pronoun	Noun	To	AccDat
7358	13068	13078	"Letters of Lucius M. Piso, from Palmyra, to His Friend Marcus Curtius at Rome, Volume 2"		FIC	1837	Passive	NA	NA	NA	NA
7358	87634	87649	"Letters of Lucius M. Piso, from Palmyra, to His Friend Marcus Curtius at Rome, Volume 2"		FIC	1837	Passive	NA	NA	NA	NA
7452	11254	11285	Nacoochee		FIC	1837	Passive	NA	NA	NA	NA
7452	16329	16371	Nacoochee		FIC	1837	Passive	NA	NA	NA	NA
554634	399	405	Fashions in Dress		MAG	1838	Passive	NA	NA	NA	NA
554638	1003	1069	Stearns's Life and Discourses		MAG	1838	Passive	NA	NA	NA	NA
586180	2415	2449	The True Principles of Commercial Banking		MAG	1838	Passive	NA	NA	NA	NA
586285	9179	9223	The Credit System		MAG	1838	Passive	NA	NA	NA	NA
586285	13867	13904	The Credit System		MAG	1838	Passive	NA	NA	NA	NA
747605	3445	3504	"An address, delivered before the Philomathean society of the University of Pennsylvania"	George B Wood	NF	1838	Passive	NA	NA	NA	NA
7086	97526	97546	Burton; or The Sieges Volume 2		FIC	1838	Passive	NA	NA	NA	NA
7145	16088	16129	"Cromwell: An Historical Novel, Volume 2"		FIC	1838	Passive	Noun	Noun	To	AccDat
7145	75544	75564	"Cromwell: An Historical Novel, Volume 2"		FIC	1838	Passive	NA	NA	NA	NA
7253	25929	25966	The Narrative of Arthur Gordon Pym of Nantucket		FIC	1838	Passive	Pronoun	Noun	NoTo	AccDat
7253	28339	28345	The Narrative of Arthur Gordon Pym of Nantucket		FIC	1838	Passive	NA	NA	NA	NA
7359	15475	15485	"Probus; or, Rome in the Third Century. In Letters of Lucius M. Piso, from Rome, to Fausta, the Daughter of Gracchus, at Palmyra, Volume 1"		FIC	1838	Passive	NA	NA	NA	NA
554692	8659	8749	Goodrich and Taylor on Domestic Education		MAG	1839	Passive	NA	NA	NA	NA
554746	4248	4307	Chateaubriand's Sketches of English Literature		MAG	1839	Passive	NA	NA	NA	NA
586341	2765	2802	Political Portraits with Pen and Pencil. No. XI	Benjamin Franklin Butler	MAG	1839	Passive	NA	NA	NA	NA
747610	45302	45321	An historical account of Massachusetts currency	Joseph Barlow Felt	NF	1839	Passive	NA	NA	NA	NA
747920	7698	7718	"Report of the Presbyterian church case : the commonwealth of Pennsylvania, at the suggestion of James Todd and others, vs. Ashbel Green and others"	Samuel Miller	NF	1839	Passive	NA	NA	NA	NA
747920	20411	20448	"Report of the Presbyterian church case : the commonwealth of Pennsylvania, at the suggestion of James Todd and others, vs. Ashbel Green and others"	Samuel Miller	NF	1839	Passive	NA	NA	NA	NA
747920	25764	25784	"Report of the Presbyterian church case : the commonwealth of Pennsylvania, at the suggestion of James Todd and others, vs. Ashbel Green and others"	Samuel Miller	NF	1839	Passive	NA	NA	NA	NA
747920	26407	26436	"Report of the Presbyterian church case : the commonwealth of Pennsylvania, at the suggestion of James Todd and others, vs. Ashbel Green and others"	Samuel Miller	NF	1839	Passive	NA	NA	NA	NA
747920	26530	26721	"Report of the Presbyterian church case : the commonwealth of Pennsylvania, at the suggestion of James Todd and others, vs. Ashbel Green and others"	Samuel Miller	NF	1839	Passive	NA	NA	NA	NA
747920	29296	29304	"Report of the Presbyterian church case : the commonwealth of Pennsylvania, at the suggestion of James Todd and others, vs. Ashbel Green and others"	Samuel Miller	NF	1839	Passive	NA	NA	NA	NA
747920	41380	41394	"Report of the Presbyterian church case : the commonwealth of Pennsylvania, at the suggestion of James Todd and others, vs. Ashbel Green and others"	Samuel Miller	NF	1839	Passive	NA	NA	NA	NA
747920	56213	56234	"Report of the Presbyterian church case : the commonwealth of Pennsylvania, at the suggestion of James Todd and others, vs. Ashbel Green and others"	Samuel Miller	NF	1839	Passive	NA	NA	NA	NA
747920	68583	68603	"Report of the Presbyterian church case : the commonwealth of Pennsylvania, at the suggestion of James Todd and others, vs. Ashbel Green and others"	Samuel Miller	NF	1839	Passive	NA	NA	NA	NA
1484	72769	72790	Hyperion		FIC	1839	Passive	NA	NA	NA	NA
7001	42745	42778	"The Bride of Fort Edward, Founded on an Incident of the Revolution"		FIC	1839	Passive	NA	NA	NA	NA
7011	40324	40384	"The Adventures of Robin Day, Volume 2"		FIC	1839	Passive	Pronoun	Noun	NoTo	AccDat
7024	37025	37071	"The Adventures of Harry Franco, volume 2"		FIC	1839	Passive	Noun	Noun	NoTo	DatAcc
7048	16140	16171	Nix's Mate: An Historical Romance of America. Volume 1		FIC	1839	Passive	NA	NA	NA	NA
7048	47616	47625	Nix's Mate: An Historical Romance of America. Volume 1		FIC	1839	Passive	Pronoun	Noun	To	AccDat
7049	34800	34908	Nix's Mate: An Historical Romance of America. Volume 2		FIC	1839	Passive	NA	NA	NA	NA
7068	21589	21623	"Sydney Clifton; or, Vicissitudes in Both Hemispheres. A Tale of the Nineteenth Century, Volume 2"		FIC	1839	Passive	NA	NA	NA	NA
7228	1332	1351	"The Little Frenchman and His Water Lots, with Other Sketches of the Times"		FIC	1839	Passive	NA	NA	NA	NA
7296	87135	87222	"The Damsel of Darien, Volume 1"		FIC	1839	Passive	NA	NA	NA	NA
7335	60942	61018	"The Green Mountain Boys: A Historical Tale of the Early Settlement of Vermont, Volume 1"		FIC	1839	Passive	NA	NA	NA	NA
8877	7837	7845	The Dwarf		FIC	1839	Passive	Pronoun	Noun	NoTo	AccDat
554817	911	968	Lord Chesterfield		MAG	1840	Passive	NA	NA	NA	NA
586557	0	116	On the Elevation of the Laboring Portion of the Community		MAG	1840	Passive	Pronoun	Noun	NoTo	AccDat
586558	6469	6526	"Political Portraits with Pen and Pencil. No XIX. Benjamin Tappan, Senator from Ohio"		MAG	1840	Passive	NA	NA	NA	NA
586565	9292	9311	The Progress of Society		MAG	1840	Passive	NA	NA	NA	NA
7164	3168	3204	Greyslaer: A Romance of the Mohawk . . .  Volume 2		FIC	1840	Passive	NA	NA	NA	NA
7164	58579	58614	Greyslaer: A Romance of the Mohawk . . .  Volume 2		FIC	1840	Passive	NA	NA	NA	NA
7332	69479	69505	"Howard Pinckney, Volume 2"		FIC	1840	Passive	NA	NA	NA	NA
554917	1815	1855	Arts of Design in America		MAG	1841	Passive	NA	NA	NA	NA
554920	6860	6938	Literary Property		MAG	1841	Passive	NA	NA	NA	NA
554974	13114	13156	Relations with England		MAG	1841	Passive	Noun	Noun	To	AccDat
747861	37662	37680	"An argument on the unconstitutionality of slavery, embracing an abstract of the National and State Conventions on this subject"	George W. F. Mellen	NF	1841	Passive	NA	NA	NA	NA
747926	17808	17848	"Book A treatise on the theory and practice of landscape gardening, adapted to North America; with a view to the improvement of country residences. Com"	Andrew Jackson Downing	NF	1841	Passive	Pronoun	Noun	To	AccDat
747994	35995	36045	"Psychology; Or, A View of the Human Soul, Including Anthropology, Adapted for the Use of Colleges"	Friedriech August Rauch	NF	1841	Passive	NA	NA	NA	NA
747994	43702	43733	"Psychology; Or, A View of the Human Soul, Including Anthropology, Adapted for the Use of Colleges"	Friedriech August Rauch	NF	1841	Passive	NA	NA	NA	NA
747994	49868	49882	"Psychology; Or, A View of the Human Soul, Including Anthropology, Adapted for the Use of Colleges"	Friedriech August Rauch	NF	1841	Passive	Pronoun	Noun	NoTo	AccDat
747994	53724	53782	"Psychology; Or, A View of the Human Soul, Including Anthropology, Adapted for the Use of Colleges"	Friedriech August Rauch	NF	1841	Passive	Noun	Noun	To	AccDat
768644	836	899	A Treatise on Domestic Economy For the Use of Young Ladies at Home and at School	"Beecher, Catharine Esther, 1800-1878"	NF	1841	Passive	NA	NA	NA	NA
768644	76422	76453	A Treatise on Domestic Economy For the Use of Young Ladies at Home and at School	"Beecher, Catharine Esther, 1800-1878"	NF	1841	Passive	NA	NA	NA	NA
768644	77183	77217	A Treatise on Domestic Economy For the Use of Young Ladies at Home and at School	"Beecher, Catharine Esther, 1800-1878"	NF	1841	Passive	NA	NA	NA	NA
772625	32909	32933	"The Martyrs of Science, or, The lives of Galileo, Tycho Brahe, and Kepler"	"Brewster, David, Sir, 1781-1868"	NF	1841	Passive	NA	NA	NA	NA
772625	42158	42198	"The Martyrs of Science, or, The lives of Galileo, Tycho Brahe, and Kepler"	"Brewster, David, Sir, 1781-1868"	NF	1841	Passive	Pronoun	Noun	To	AccDat
9354	7925	7932	Job and His Children		FIC	1841	Passive	NA	NA	NA	NA
554993	2981	3003	Classical Studies at Cambridge		MAG	1842	Passive	NA	NA	NA	NA
554993	10486	10538	Classical Studies at Cambridge		MAG	1842	Passive	Noun	Noun	To	AccDat
554993	10783	10810	Classical Studies at Cambridge		MAG	1842	Passive	Noun	Noun	To	AccDat
554993	10852	10866	Classical Studies at Cambridge		MAG	1842	Passive	Noun	Noun	To	AccDat
555024	14978	15047	Chalmers's Natural Theology		MAG	1842	Passive	NA	NA	NA	NA
555088	17803	17824	College Education		MAG	1842	Passive	NA	NA	NA	NA
747583	6719	6782	"The history of the Loco-foco, or Equal Rights Party : its movements, conventions and proceedings, with short characteristic sketches of its prominent "	Fitzwilliam Byrdsall	NF	1842	Passive	NA	NA	NA	NA
747583	7044	7064	"The history of the Loco-foco, or Equal Rights Party : its movements, conventions and proceedings, with short characteristic sketches of its prominent "	Fitzwilliam Byrdsall	NF	1842	Passive	NA	NA	NA	NA
747583	62131	62140	"The history of the Loco-foco, or Equal Rights Party : its movements, conventions and proceedings, with short characteristic sketches of its prominent "	Fitzwilliam Byrdsall	NF	1842	Passive	NA	NA	NA	NA
747583	71612	71633	"The history of the Loco-foco, or Equal Rights Party : its movements, conventions and proceedings, with short characteristic sketches of its prominent "	Fitzwilliam Byrdsall	NF	1842	Passive	NA	NA	NA	NA
747583	73093	73126	"The history of the Loco-foco, or Equal Rights Party : its movements, conventions and proceedings, with short characteristic sketches of its prominent "	Fitzwilliam Byrdsall	NF	1842	Passive	NA	NA	NA	NA
747853	5154	5214	"An Inquiry Into the Foundation, Evidences, and Truths of Religion"	Henry Ware	NF	1842	Passive	Pronoun	Noun	To	AccDat
747853	14498	14538	"An Inquiry Into the Foundation, Evidences, and Truths of Religion"	Henry Ware	NF	1842	Passive	Noun	Noun	To	AccDat
747853	20902	20929	"An Inquiry Into the Foundation, Evidences, and Truths of Religion"	Henry Ware	NF	1842	Passive	NA	NA	NA	NA
747853	23145	23156	"An Inquiry Into the Foundation, Evidences, and Truths of Religion"	Henry Ware	NF	1842	Passive	NA	NA	NA	NA
747853	62823	62899	"An Inquiry Into the Foundation, Evidences, and Truths of Religion"	Henry Ware	NF	1842	Passive	NA	NA	NA	NA
747853	72974	73036	"An Inquiry Into the Foundation, Evidences, and Truths of Religion"	Henry Ware	NF	1842	Passive	Noun	Noun	To	AccDat
747853	73070	73096	"An Inquiry Into the Foundation, Evidences, and Truths of Religion"	Henry Ware	NF	1842	Passive	NA	NA	NA	NA
747950	43816	43849	Life and writings of Ebenezer Porter Mason; interspersed with hints to parents and instructors on the training and education of a child of genius 	Denison Olmsted	NF	1842	Passive	Noun	Noun	To	AccDat
555	13180	13194	Grandfather's Chair		FIC	1842	Passive	NA	NA	NA	NA
555	52906	52930	Grandfather's Chair		FIC	1842	Passive	NA	NA	NA	NA
7376	22195	22238	Legends of the Province House		FIC	1842	Passive	NA	NA	NA	NA
9749	19020	19037	Charles Stuart Prince of Wales		FIC	1842	Passive	NA	NA	NA	NA
555101	12271	12317	Hallam's Introduction to the Literature of Europe		MAG	1843	Passive	NA	NA	NA	NA
555103	5588	5616	Works of Alexandre Dumas		MAG	1843	Passive	Noun	Noun	To	AccDat
555104	31352	31432	Madame Calderone's Life in Mexico		MAG	1843	Passive	NA	NA	NA	NA
555150	14421	14460	The Independence of the Judiciary		MAG	1843	Passive	NA	NA	NA	NA
565235	7338	7363	"Universalism Examined, Renounced, and Exposed"		MAG	1843	Passive	NA	NA	NA	NA
565252	7489	7522	Political State of Norway		MAG	1843	Passive	Noun	Noun	To	AccDat
565272	3298	3320	Two Hundred Years ago in England		MAG	1843	Passive	NA	NA	NA	NA
565304	5142	5167	"Reminiscences of Alexander Metcalf Fisher, late Professor of Mathematics and Natural Philosophy in Yale College"		MAG	1843	Passive	NA	NA	NA	NA
565305	2039	2078	The Liturgy of the Protestant Episcopal Church in America		MAG	1843	Passive	NA	NA	NA	NA
565310	1074	1114	Repudiation		MAG	1843	Passive	NA	NA	NA	NA
565310	2576	2601	Repudiation		MAG	1843	Passive	NA	NA	NA	NA
747536	26128	26150	"A concise exposition of the doctrine of association, or Plan for a re-organization of society : which will secure to the human race, individually and "	Albert Brisbane	NF	1843	Passive	Noun	Noun	To	AccDat
747536	53096	53139	"A concise exposition of the doctrine of association, or Plan for a re-organization of society : which will secure to the human race, individually and "	Albert Brisbane	NF	1843	Passive	Noun	Noun	To	AccDat
747797	21514	21529	"The revised statutes of the state of New York, reduced to questions and answers, for the use of schools and families"	William B. Wedgwood	NF	1843	Passive	NA	NA	NA	NA
747797	26634	26649	"The revised statutes of the state of New York, reduced to questions and answers, for the use of schools and families"	William B. Wedgwood	NF	1843	Passive	NA	NA	NA	NA
7026	38541	38558	"Idomen; or, the Vale of Yumuri. By Maria del Occidente"		FIC	1843	Passive	NA	NA	NA	NA
7039	15642	15660	Letters from New-York		FIC	1843	Passive	Noun	Noun	To	AccDat
7039	44689	44709	Letters from New-York		FIC	1843	Passive	Pronoun	Noun	NoTo	AccDat
7039	53292	53330	Letters from New-York		FIC	1843	Passive	NA	NA	NA	NA
7061	7618	7626	Hoboken: A Romance of New York Volume 2		FIC	1843	Passive	NA	NA	NA	NA
7166	17887	17898	Wild Scenes in the Forest and Prairie: With Sketches of American Life . . .  Volume 2		FIC	1843	Passive	NA	NA	NA	NA
7325	3307	3344	"The Mayflower; or, Sketches of Scenes and Characters among the Descendants of the Pilgrilm"		FIC	1843	Passive	NA	NA	NA	NA
3928	83083	83089	Edmond Dantès		FIC	1844	Passive	Pronoun	Noun	NoTo	AccDat
565299	8825	8832	The Position of the Evangelical Party in the Episcopal Church		MAG	1844	Passive	NA	NA	NA	NA
587318	3432	3468	The Texas Question. A letter from Alexander H. Everett		MAG	1844	Passive	Pronoun	Noun	NoTo	AccDat
555173	7336	7391	Prescott's History of the Conquest of Mexico		MAG	1844	Passive	NA	NA	NA	NA
772692	33337	33354	Thoughts on Missions	"Dibble, Sheldon, 1809-1845"	NF	1844	Passive	Pronoun	Noun	NoTo	AccDat
565358	17788	17804	Texas		MAG	1844	Passive	NA	NA	NA	NA
565299	10546	10556	The Position of the Evangelical Party in the Episcopal Church		MAG	1844	Passive	NA	NA	NA	NA
748164	18830	18856	Notes on political economy as applicable to the United States	Nathaniel A. Ware	NF	1844	Passive	Noun	Noun	To	AccDat
749098	48899	48941	The Life of Francis Marion	"Simms, William Gilmore, 1806-1870"	NF	1844	Passive	NA	NA	NA	NA
565300	16234	16269	Review of the Errors of the Times		MAG	1844	Passive	NA	NA	NA	NA
772139	46934	46955	"The Knickerbocker, or New-York Monthly Magazine, June 1844 Volume 23, Number 6"	"Clark, Lewis Gaylord, 1808-1873"	NF	1844	Passive	NA	NA	NA	NA
7187	15367	15465	"Herbert Tracy; or, The Legend of the Black Rangers. A Romance of the Battle-field of Germantown . . "		FIC	1844	Passive	NA	NA	NA	NA
8869	8133	8152	The Bondmaid		FIC	1844	Passive	NA	NA	NA	NA
565299	9565	9620	The Position of the Evangelical Party in the Episcopal Church		MAG	1844	Passive	NA	NA	NA	NA
3928	99507	99532	Edmond Dantès		FIC	1844	Passive	Pronoun	Noun	NoTo	AccDat
565299	15877	15905	The Position of the Evangelical Party in the Episcopal Church		MAG	1844	Passive	NA	NA	NA	NA
772692	16460	16470	Thoughts on Missions	"Dibble, Sheldon, 1809-1845"	NF	1844	Passive	Noun	Noun	To	AccDat
565338	13001	13053	Romanists and the Roman Catholic Controversy		MAG	1844	Passive	Noun	Noun	To	AccDat
749098	31093	31143	The Life of Francis Marion	"Simms, William Gilmore, 1806-1870"	NF	1844	Passive	NA	NA	NA	NA
772692	32979	33034	Thoughts on Missions	"Dibble, Sheldon, 1809-1845"	NF	1844	Passive	NA	NA	NA	NA
7189	127	189	"The Ladye Annabel; or, The Doom of the Poisoner. A Romance by an Unknown Author . . "		FIC	1844	Passive	NA	NA	NA	NA
762654	63924	63932	Rambles and Recollections of an Indian Official	"Sleeman, William, 1788-1856"	NF	1844	Passive	NA	NA	NA	NA
7189	77726	77775	"The Ladye Annabel; or, The Doom of the Poisoner. A Romance by an Unknown Author . . "		FIC	1844	Passive	NA	NA	NA	NA
8085	10066	10116	Ximena		FIC	1844	Passive	Noun	Noun	NoTo	DatAcc
7189	126695	126709	"The Ladye Annabel; or, The Doom of the Poisoner. A Romance by an Unknown Author . . "		FIC	1844	Passive	NA	NA	NA	NA
522622	1567	1587	Post Office Reform		MAG	1845	Passive	NA	NA	NA	NA
522704	5573	5616	"The Mystery of Iniquity.  A Passage of the Secret History of American Politics, Illustrated by a View of Metropolitan Society"		MAG	1845	Passive	NA	NA	NA	NA
522704	11657	11699	"The Mystery of Iniquity.  A Passage of the Secret History of American Politics, Illustrated by a View of Metropolitan Society"		MAG	1845	Passive	NA	NA	NA	NA
522724	1236	1288	Marshal MacDonald		MAG	1845	Passive	Noun	Noun	NoTo	AccDat
522727	6028	6043	Sketch of the Life and Character of John Jay	William H. Y. Hackett	MAG	1845	Passive	Pronoun	Noun	To	AccDat
555238	1665	1680	The Condition and Wants of Harvard College		MAG	1845	Passive	NA	NA	NA	NA
555238	7265	7294	The Condition and Wants of Harvard College		MAG	1845	Passive	NA	NA	NA	NA
565423	11455	11468	Mr. Webster's Plea in the Case of the Girard Will		MAG	1845	Passive	NA	NA	NA	NA
565455	10274	10318	Theories of the Christian Life		MAG	1845	Passive	NA	NA	NA	NA
565456	10852	10874	The Prospects which the Present Age Presents to the Cause of Religious Freedom		MAG	1845	Passive	NA	NA	NA	NA
565481	3158	3204	Massachusetts and South Carolina		MAG	1845	Passive	NA	NA	NA	NA
747502	68388	68465	"The Artist, the Merchant, and the Statesman, of the Age of the Medici, and of Our Own Times. "	Charles Edwards Lester	NF	1845	Passive	NA	NA	NA	NA
747909	4356	4403	A treatise on the forces which produce the organization of plants	John William Draper	NF	1845	Passive	NA	NA	NA	NA
747909	29545	29558	A treatise on the forces which produce the organization of plants	John William Draper	NF	1845	Passive	NA	NA	NA	NA
771333	1065	1103	A Theory of Creation: A Review of 'Vestiges of the Natural History of Creation'	"Bowen, Francis, 1811-1890"	NF	1845	Passive	NA	NA	NA	NA
622	193004	193027	The Pioneers		FIC	1845	Passive	Noun	Noun	To	AccDat
7170	178556	178585	"Margaret: A Tale of the Real and Ideal, Blight and Bloom; Including Sketches of a Place Not Before Described, Called Mons Christi . . "		FIC	1845	Passive	NA	NA	NA	NA
7183	2223	2255	Western Clearings . . 		FIC	1845	Passive	NA	NA	NA	NA
7183	2454	2494	Western Clearings . . 		FIC	1845	Passive	Pronoun	Noun	NoTo	AccDat
8533	1081	1119	Semiramis		FIC	1845	Passive	Noun	Noun	To	AccDat
565585	15971	16040	Christian Union		MAG	1846	Passive	Noun	Noun	To	AccDat
748061	57591	57632	A peep behind the curtain	Thomas Ford	NF	1846	Passive	NA	NA	NA	NA
7084	44138	44154	"Bonfield; or, The Outlaw of the Bermudas. A Nautical Novel . . "		FIC	1846	Passive	NA	NA	NA	NA
557	18324	18334	"Elinor Wyllys, Volume 2"	"Cooper, Susan Fenimore, 1813-1894"	FIC	1846	Passive	NA	NA	NA	NA
523865	9550	9569	The Administration and the Country		MAG	1846	Passive	NA	NA	NA	NA
565554	1153	1168	The Persecutions among the Armenians		MAG	1846	Passive	NA	NA	NA	NA
747633	1741	1797	"Rules of order. A manual for conducting business in town and ward meetings; societies; boards of directors and managers, and other deliberative bodies"	Benjamin Matthias	NF	1846	Passive	NA	NA	NA	NA
7069	12460	12474	Boarding Out. A Tale of Domestic Life . . 		FIC	1846	Passive	NA	NA	NA	NA
7284	821	845	Myrtis: With Other Etchings and Sketchings		FIC	1846	Passive	NA	NA	NA	NA
748061	40741	40769	A peep behind the curtain	Thomas Ford	NF	1846	Passive	NA	NA	NA	NA
7774	49081	49120	The forest minstrel		FIC	1846	Passive	NA	NA	NA	NA
557	34388	34451	"Elinor Wyllys, Volume 2"	"Cooper, Susan Fenimore, 1813-1894"	FIC	1846	Passive	NA	NA	NA	NA
200	24222	24248	Mosses from an Old Manse and other stories		FIC	1846	Passive	Pronoun	Noun	To	AccDat
748061	3152	3201	A peep behind the curtain	Thomas Ford	NF	1846	Passive	NA	NA	NA	NA
557	52932	52987	"Elinor Wyllys, Volume 2"	"Cooper, Susan Fenimore, 1813-1894"	FIC	1846	Passive	Pronoun	Noun	To	AccDat
7069	22570	22587	Boarding Out. A Tale of Domestic Life . . 		FIC	1846	Passive	NA	NA	NA	NA
7084	10511	10525	"Bonfield; or, The Outlaw of the Bermudas. A Nautical Novel . . "		FIC	1846	Passive	Noun	Noun	To	AccDat
523865	9393	9419	The Administration and the Country		MAG	1846	Passive	NA	NA	NA	NA
7084	63042	63058	"Bonfield; or, The Outlaw of the Bermudas. A Nautical Novel . . "		FIC	1846	Passive	Noun	Noun	NoTo	DatAcc
544	120531	120588	Typee		FIC	1846	Passive	NA	NA	NA	NA
7284	8969	9019	Myrtis: With Other Etchings and Sketchings		FIC	1846	Passive	Noun	Noun	To	AccDat
4464	24469	24486	The Roman Traitor (Vol. 2 of 2)		FIC	1846	Passive	Pronoun	Noun	NoTo	AccDat
7084	63059	63081	"Bonfield; or, The Outlaw of the Bermudas. A Nautical Novel . . "		FIC	1846	Passive	Noun	Noun	NoTo	DatAcc
565509	6984	7020	Carlyle's Cromwell		MAG	1846	Passive	Noun	Noun	To	AccDat
200	15421	15458	Mosses from an Old Manse and other stories		FIC	1846	Passive	Pronoun	Noun	NoTo	AccDat
524130	313	337	Festus		MAG	1847	Passive	NA	NA	NA	NA
524570	8641	8676	Mr. Slidell's Mission to Mexico	D. D. B.	MAG	1847	Passive	Noun	Noun	To	AccDat
555426	842	886	Memoirs of the Federal Administrations		MAG	1847	Passive	Noun	Noun	NoTo	DatAcc
565626	5693	5706	The Evangelical Alliance		MAG	1847	Passive	Pronoun	Noun	NoTo	AccDat
747756	37547	37575	Biographical sketches of the Moody family: embracing notices of ten ministers and several laymen from 1633 to 1842	Charles C. P. Moody	NF	1847	Passive	NA	NA	NA	NA
748116	58513	58541	The American mechanic and working-man	James Waddel Alexander	NF	1847	Passive	Pronoun	Noun	To	AccDat
749455	25087	25113	History of the Conquest of Peru	"Prescott, William Hickling, 1796-1859"	NF	1847	Passive	Noun	Noun	To	AccDat
749455	52494	52544	History of the Conquest of Peru	"Prescott, William Hickling, 1796-1859"	NF	1847	Passive	Noun	Noun	To	AccDat
749455	79192	79283	History of the Conquest of Peru	"Prescott, William Hickling, 1796-1859"	NF	1847	Passive	Pronoun	Noun	To	AccDat
754437	63740	63816	The Naturalist in Nicaragua	"Belt, Thomas, 1832-1878"	NF	1847	Passive	NA	NA	NA	NA
2352	82033	82066	Around The Tea-Table		FIC	1847	Passive	Pronoun	Noun	NoTo	AccDat
7149	4362	4383	"Ingleborough Hall, and Lord of the Manor"		FIC	1847	Passive	NA	NA	NA	NA
565769	536	553	Christ in History		MAG	1848	Passive	NA	NA	NA	NA
524830	1327	1342	The War:  The New Issue	D. D. Barnard	MAG	1848	Passive	NA	NA	NA	NA
524812	2123	2133	Mr. Calhoun's Report on the Memphis Memorial		MAG	1848	Passive	NA	NA	NA	NA
555518	12026	12048	The Life and Opinions of Sismondi		MAG	1848	Passive	Noun	Noun	To	AccDat
524830	916	943	The War:  The New Issue	D. D. Barnard	MAG	1848	Passive	NA	NA	NA	NA
3752	96730	96846	"Aurelian or, Rome in the Third Century"		FIC	1848	Passive	NA	NA	NA	NA
588468	7473	7519	"The Mexican War - Its Origin, its Justice and its Consequences. The Boundary of Texas Discussed"		MAG	1848	Passive	NA	NA	NA	NA
7265	41806	41814	The Boy of Mount Rhigi . . 		FIC	1848	Passive	NA	NA	NA	NA
524876	4546	4594	"The President's Message, and Report of the Secretary of the Treasury"	D. Raymond	MAG	1848	Passive	NA	NA	NA	NA
754767	58266	58278	History of King Charles the Second of England	"Abbott, Jacob, 1803-1879"	NF	1848	Passive	NA	NA	NA	NA
7193	68445	68499	"Paul Ardenheim, the Monk of Wissahikon"		FIC	1848	Passive	Pronoun	Noun	To	AccDat
