old_id	id	startnum	endnum	textname	author	genre	year	Voice	IO	DO	To	Order
40263	5528	11869	11957	The World Beyond	"Cummings, Ray, 1887-1957"	FIC	1942	Passive	Pronoun	Pronoun	NoTo	AccDat
45966	773605	14532	14540	A Reviewer's ABC	Conrad Aiken	NF	1958	Passive	Pronoun	Pronoun	NoTo	AccDat
41275	10200	15969	15993	Wide House		FIC	1945	Passive	Pronoun	Pronoun	NoTo	AccDat
42584	16595	28168	28186	She Wore a Yellow Ribbon	"Bellah, James Warner, 1899-1976"	FIC	1949	Passive	Pronoun	Pronoun	NoTo	AccDat
48369	10458	60335	60342	Journal From Ellipsia		FIC	1965	Passive	Pronoun	Pronoun	NoTo	AccDat
54523	10704	67361	67408	Valedictory		FIC	1983	Passive	Pronoun	Noun	NoTo	AccDat
46377	781977	668	705	Walk with Peril	Dorothy V.S. Jackson	FIC	1959	Passive	Pronoun	Pronoun	NoTo	AccDat
53049	10654	40549	40590	Life I Really Lived		FIC	1979	Passive	Pronoun	Pronoun	NoTo	AccDat
49101	781994	16644	16666	Jeshua's Diary	Wesley Shrader	FIC	1967	Passive	Pronoun	Pronoun	NoTo	AccDat
58154	42232	3070	3101	'Tis the Season	K D Wentworth	FIC	1997	Passive	Pronoun	Pronoun	NoTo	AccDat
58153	42230	3657	3685	The Idiot's Dream	Wayne Wightman	FIC	1997	Passive	Pronoun	Noun	NoTo	AccDat
51849	780111	57006	57013	The Last Valley	A.B. Guthrie Jr.	FIC	1975	Passive	Pronoun	Pronoun	NoTo	AccDat
40248	10164	31764	31800	Windswept	Mary Ellen Chase	FIC	1942	Passive	Pronoun	Pronoun	NoTo	AccDat
47346	16286	13394	13401	Lolita		FIC	1962	Passive	Pronoun	Noun	NoTo	AccDat
46065	10365	156953	156969	Winthrop Woman		FIC	1958	Passive	Pronoun	Pronoun	NoTo	AccDat
48309	10461	55483	55494	"Do, Lord, Remember Me"		FIC	1965	Passive	Pronoun	Noun	NoTo	AccDat
57344	41227	4504	4521	BRAWITH	"Purdy, James"	FIC	1994	Passive	Pronoun	Pronoun	NoTo	AccDat
45600	492351	1515	1546	The Happy Fugitives From Flatbush	"Tyler, Poyntz"	MAG	1957	Passive	Pronoun	Pronoun	NoTo	AccDat
51891	780110	55295	55318	The Massacre at Fall Creek	Jossamyo West	FIC	1975	Passive	Pronoun	Pronoun	NoTo	AccDat
48452	10460	60774	60796	P. S. Wilkinson		FIC	1965	Passive	Pronoun	Pronoun	NoTo	AccDat
50615	494765	893	930	Bogus Reform: Campaign Funding	"Pincus, Walter"	MAG	1971	Passive	Noun	Noun	NoTo	AccDat
49113	780002	32625	32632	Lord of Light	Roger Zelazny	FIC	1967	Passive	Pronoun	Pronoun	NoTo	AccDat
44540	14537	10865	10891	Cyprian's Prayer	"Wilson, Edmund, 1895-1972"	FIC	1954	Passive	Pronoun	Pronoun	NoTo	AccDat
51570	494930	1051	1070	Stanley Kauffman on theater	"Kauffmann, Stanley"	MAG	1974	Passive	Pronoun	Noun	NoTo	AccDat
56158	5359	16810	16846	The Saracen: The Holy War	"Shea, Robert, 1933-1994"	FIC	1989	Passive	Pronoun	Noun	NoTo	AccDat
59211	38433	7842	7912	Deranged by Desire		FIC	2000	Passive	Pronoun	Pronoun	NoTo	AccDat
40271	451941	510	552	Persons and places	George Santayana	MAG	1943	Passive	Pronoun	Pronoun	NoTo	AccDat
40689	10186	7784	7788	Crazy Weather		FIC	1944	Passive	Pronoun	Pronoun	NoTo	AccDat
58257	13998	18557	18567	Gross Indecency	"Kaufman, Moisés, 1964(?)-"	FIC	1997	Passive	Pronoun	Pronoun	NoTo	AccDat
40769	10182	14205	14249	Lost Weekend		FIC	1944	Passive	Pronoun	Pronoun	NoTo	AccDat
44772	23699	8382	8409	The kill: 	Kay Boyle	FIC	1955	Passive	Pronoun	Pronoun	NoTo	AccDat
46383	781977	41747	41775	Walk with Peril	Dorothy V.S. Jackson	FIC	1959	Passive	Pronoun	Noun	NoTo	AccDat
42057	10235	24989	25062	Anniversary		FIC	1948	Passive	Pronoun	Pronoun	NoTo	AccDat
51882	780110	55295	55318	The Massacre at Fall Creek	Jossamyo West	FIC	1975	Passive	Pronoun	Pronoun	NoTo	AccDat
45511	781970	40514	40522	Mr. Audubon's Lucy	Lucy Kennedy	FIC	1957	Passive	Pronoun	Pronoun	NoTo	AccDat
40759	10187	74490	74526	History of Rome Hanks and Kindred Matters		FIC	1944	Passive	Pronoun	Pronoun	NoTo	AccDat
51859	780111	57006	57013	The Last Valley	A.B. Guthrie Jr.	FIC	1975	Passive	Pronoun	Pronoun	NoTo	AccDat
41008	781949	14	26	The Happy Time	Robert Fontaine	FIC	1945	Passive	Pronoun	Pronoun	NoTo	AccDat
41009	781949	2972	2981	The Happy Time	Robert Fontaine	FIC	1945	Passive	Pronoun	Pronoun	NoTo	AccDat
48908	10474	55842	55851	Waiting for Winter		FIC	1966	Passive	Pronoun	Pronoun	NoTo	AccDat
44429	774129	48059	48097	Let's Eat Right to Keep Fit	Adelle Davis	NF	1954	Passive	Noun	Noun	NoTo	AccDat
42751	773422	10608	10641	War of 1812	Francis F. Beirne	NF	1949	Passive	Noun	Noun	NoTo	AccDat
42370	10245	10944	10971	Town with the Funny Name		FIC	1948	Passive	Pronoun	Noun	NoTo	AccDat
40268	451620	3013	3024	Yankee from Olympus: The story of Justice Holmes	Catherine Drinker Bowen	MAG	1943	Passive	Pronoun	Noun	NoTo	AccDat
48872	10481	34067	34088	Tai-Pan		FIC	1966	Passive	Pronoun	Noun	NoTo	AccDat
43747	431461	898	909	Finding an 'Extinct' New Zealand Bird	R. V. Francis Smith	MAG	1952	Passive	Noun	Noun	NoTo	AccDat
41077	1010	34	83	The Metal Monster	"Merritt, Abraham, 1884-1943"	FIC	1945	Passive	Pronoun	Noun	NoTo	AccDat
45315	431527	905	924	The 12 Incredible Days of Col. John Page	"N.A. Canzona,  John G. Hubbell"	MAG	1956	Passive	Pronoun	Noun	NoTo	AccDat
42287	10242	30381	30427	Naked and the Dead		FIC	1948	Passive	Noun	Noun	NoTo	AccDat
44338	774131	39627	39668	It's Still Spinach	Elizabeth Hawes	NF	1954	Passive	Noun	Noun	NoTo	AccDat
52929	10636	244816	244830	Whistle		FIC	1978	Passive	Pronoun	Noun	NoTo	AccDat
43025	712878	336	354	"APARTMENT STRIKE DUE THIS MORNING IN 1,000 BUILDINGS; 18,000 Service Workers Expect Double This Number to Be Affected in Manhattan EMERGENCY AID PLEDG"	MILTON LEVENSON	NEWS	1950	Passive	Noun	NA	NoTo	AccDat
43619	714924	1122	1136	Committee Reports on Cancer Drug Tested by Dr. Ivy; EXPERTS DENY BENEFITS; ASK NEW RESEARCH Want Krebiozen Extracted Here		NEWS	1952	Passive	Noun	Noun	NoTo	AccDat
47861	10436	32818	32838	Silence of History		FIC	1963	Passive	Pronoun	Noun	NoTo	AccDat
41855	773498	2823	2852	International Trade and Commercial Policy	Lawrence W. Towle	NF	1947	Passive	Noun	Noun	NoTo	AccDat
45396	774217	18332	18375	From the World of Music	Ernest Newman	NF	1956	Passive	Pronoun	Noun	NoTo	AccDat
52431	733319	883	902	Bing Crosby is dead at 73; Stricken on Madrid golf links Bing Crosby dies at 73; stricken on golf course Highlighting 'Der Bingle's' long career		NEWS	1977	Passive	Pronoun	Noun	NoTo	AccDat
40779	16693	26017	26033	Experiment Perilous		FIC	1944	Passive	Pronoun	Noun	NoTo	AccDat
43791	491380	4323	4341	I Know Why They Sold Out to the Gamblers	"Bee, Clair<SUP>1</SUP>"	MAG	1952	Passive	Pronoun	Noun	NoTo	AccDat
49530	726972	24	80	Public Housing or Public Slum?	RUSSELL BAKER	NEWS	1968	Passive	Noun	Pronoun	NoTo	AccDat
44946	781963	8805	8822	The Quicksilver Pool	Phyllis A. Whitney	FIC	1955	Passive	Noun	Noun	NoTo	AccDat
55883	492488	1162	1177	The silver butterfly		MAG	1988	Passive	Pronoun	Noun	NoTo	AccDat
42607	712027	654	677	"GERMANS HESITATE ON WESTERN STATE; Politicians Eye Meeting of Foreign Ministers Council - Clay, Murphy Stand Firm GERMANS HESITATE ON WESTERN STATE "	DREW MIDDLETONSpecial to 	NEWS	1949	Passive	Noun	Noun	NoTo	AccDat
54928	10729	109710	109726	Davita's Harp		FIC	1985	Passive	Pronoun	Noun	NoTo	AccDat
40035	706396	925	965	ARMY TO DIM SHORE; ALL OF EAST TO BE NEW MILITARY AREA; General Drum Reveals Plans to Protect Shipping and Control Enemy Aliens 16 STATES ARE INVOLVED	MILTON BRACKER	NEWS	1942	Passive	Noun	Noun	NoTo	AccDat
46264	774016	13775	13796	Religion and the Pursuit of Truth	Lowell L. Bennion	NF	1959	Passive	Pronoun	Noun	NoTo	AccDat
41226	781948	46697	46716	Two Names for Death	E. P. Fenwick	FIC	1945	Passive	Pronoun	Noun	NoTo	AccDat
40178	773907	2812	2850	Sound and Fury	Francis Chase	NF	1942	Passive	Noun	Noun	NoTo	AccDat
49621	272916	319	369	Four Against Rubella		MAG	1968	Passive	Noun	Noun	NoTo	AccDat
44362	774129	8861	8887	Let's Eat Right to Keep Fit	Adelle Davis	NF	1954	Passive	Pronoun	Noun	NoTo	AccDat
44369	774129	10767	10780	Let's Eat Right to Keep Fit	Adelle Davis	NF	1954	Passive	Noun	Noun	NoTo	AccDat
42720	182297	601	652	Black Squares & White		MAG	1949	Passive	Noun	Noun	NoTo	AccDat
51694	773763	12496	12523	Urban Mass Transportation: A Dozen Years of Federal Policy	George M. Smerk	NF	1974	Passive	Noun	Noun	NoTo	AccDat
48100	10447	53470	53475	President		FIC	1964	Passive	Pronoun	Noun	NoTo	AccDat
44679	717472	642	692	Indiana Displays Farm Warnings; Farm Vote Studied	"Max K. Gilstrap Chief, Central News Bureau, "	NEWS	1955	Passive	Noun	Noun	NoTo	AccDat
41350	773753	18192	18222	Boston after Bulfinch	Walter H. Kilham	NF	1946	Passive	Pronoun	Noun	NoTo	AccDat
40944	708844	485	512	English Radiocasts Repeat Offer to Quit; Japan Radiocasts Reiterate Offers to Surrender Conservative Attitude Celebration in Berlin Several Developmen		NEWS	1945	Passive	Noun	Noun	NoTo	AccDat
50475	780008	9913	9930	Exiles of the Stars 	Andre Norton	FIC	1971	Passive	Pronoun	Noun	NoTo	AccDat
52367	773423	15165	15183	A Synopsis of American History	"Charles Sellers, Henry May, Neil R. McMillen"	NF	1976	Passive	Noun	Noun	NoTo	AccDat
53543	432031	1266	1276	Where the Trouble Is—A West Bank Close-Up	Robert S. Dudney	MAG	1980	Passive	Noun	Noun	NoTo	AccDat
53937	668353	752	759	[ By Sterling G. Slappey ... ]		NEWS	1982	Passive	Noun	Noun	NoTo	AccDat
39533	470854	6660	6694	Defending the younger generation		MAG	1941	Passive	Noun	Noun	NoTo	AccDat
39284	487452	1156	1183	Editorials	"Kirchwey, Freda"	MAG	1940	Passive	Noun	Noun	NoTo	AccDat
51858	780111	35996	36024	The Last Valley	A.B. Guthrie Jr.	FIC	1975	Passive	Pronoun	Noun	NoTo	AccDat
52983	734376	863	877	FBI admits plot to smear actress; FBI admits smear plot against actress		NEWS	1979	Passive	Pronoun	Noun	NoTo	AccDat
41010	781949	54414	54459	The Happy Time	Robert Fontaine	FIC	1945	Passive	Pronoun	Noun	NoTo	AccDat
51068	774379	32008	32037	Bragg About Your House	Bette Bragg	NF	1973	Passive	Noun	Noun	NoTo	AccDat
39773	774272	1204	1212	A Survey of the Cycle of the Sod and the Livestock Industries Here and Abroad	R. W. Sears	NF	1941	Passive	Noun	Noun	NoTo	AccDat
39771	773797	22457	22476	Semantics: The Nature of Words and Their Meaning	Hugh R. Walpole	NF	1941	Passive	Pronoun	Noun	NoTo	AccDat
39776	774272	34060	34085	A Survey of the Cycle of the Sod and the Livestock Industries Here and Abroad	R. W. Sears	NF	1941	Passive	Noun	Noun	NoTo	AccDat
46186	10383	54417	54457	Malcolm		FIC	1959	Passive	Noun	Noun	NoTo	AccDat
43001	712725	1075	1130	Letters		NEWS	1950	Passive	Noun	Noun	NoTo	AccDat
42750	773422	9536	9574	War of 1812	Francis F. Beirne	NF	1949	Passive	Noun	Noun	NoTo	AccDat
54789	492162	909	942	A LOVE STORY	"Barrett, William E."	MAG	1984	Passive	Pronoun	Noun	NoTo	AccDat
57349	425781	1886	1943	The translator's tale	"George, Timothy"	MAG	1994	Passive	Pronoun	Noun	NoTo	AccDat
46437	10398	64779	64802	Carrington		FIC	1960	Passive	Pronoun	Noun	NoTo	AccDat
54660	10720	161556	161566	Grey Beginning		FIC	1984	Passive	Pronoun	Noun	NoTo	AccDat
42520	475959	1708	1737	The third baby's the easiest	Shirley Jackson	MAG	1949	Passive	Pronoun	Noun	NoTo	AccDat
48521	780078	30226	30270	Thomas	Shelley Mydans	FIC	1965	Passive	Pronoun	Noun	NoTo	AccDat
42806	774003	4431	4447	The Conquerors	Thomas B. Costain	NF	1950	Passive	Pronoun	Noun	NoTo	AccDat
41576	10216	74790	74806	Pavilion of Women		FIC	1946	Passive	Pronoun	Noun	NoTo	AccDat
42148	10241	15960	15985	Guard of Honor		FIC	1948	Passive	Pronoun	Noun	NoTo	AccDat
42147	10241	4532	4546	Guard of Honor		FIC	1948	Passive	Pronoun	Noun	NoTo	AccDat
53962	10699	129755	129770	Color Purple		FIC	1982	Passive	Pronoun	Noun	NoTo	AccDat
44965	491464	3035	3053	Last Chance for Problem Children	"Murray, Don"	MAG	1955	Passive	Pronoun	Noun	NoTo	AccDat
53264	734823	406	434	According to...; Illinois' tax structure is worth crowing about		NEWS	1980	Passive	Noun	Noun	NoTo	AccDat
48421	724998	2293	2307	"Father Divine, Cult Leader, Dies; Disciples Considered Him God; Father Divine, Believed to Be God by His Followers, Is Dead"	PETER KIHSS	NEWS	1965	Passive	Pronoun	Noun	NoTo	AccDat
48274	773901	11831	11841	Canorama of a Chemist	Edward F. Kohman	NF	1965	Passive	Pronoun	Noun	NoTo	AccDat
48497	774205	7852	7876	The Stages of Political Development	A. F. K. Organski	NF	1965	Passive	Noun	Noun	NoTo	AccDat
49024	781995	2131	2145	The Eighth Day	Thornton Wilder	FIC	1967	Passive	Pronoun	Noun	NoTo	AccDat
49683	727741	145	176	Ike Grows Weak; Put on Oxygen		NEWS	1969	Passive	Noun	Noun	NoTo	AccDat
47295	781986	6767	6774	The Thin Red Line	James Jones	FIC	1962	Passive	Pronoun	Noun	NoTo	AccDat
45383	774366	25394	25425	We The Judges: Studies in American and Indian Constitutional Law from Marshall to Mukherjea	William O. Douglas	NF	1956	Passive	Noun	Noun	NoTo	AccDat
50551	16503	4640	4665	"Hospital, The"	"Chayefsky, Paddy, 1923-1981"	FIC	1971	Passive	Noun	Noun	NoTo	AccDat
40396	10178	112628	112646	Human Comedy	William Saroyan	FIC	1943	Passive	Pronoun	Noun	NoTo	AccDat
44859	487636	736	755	The Merger: Credits and Debits		MAG	1955	Passive	Noun	Noun	NoTo	AccDat
39414	452579	6028	6075	Admiral of the ocean sea	Samuel Eliot Morison	MAG	1941	Passive	Pronoun	Noun	NoTo	AccDat
61175	51981	11254	11291	Urdumheim	"Swanwick, Michael"	FIC	2007	Passive	Pronoun	Noun	NoTo	AccDat
45308	12984	4711	4742	Moshoeshoe	"Dhlomo, Herbert I. E., 1903-1956"	FIC	1956	Passive	Pronoun	Noun	NoTo	AccDat
40226	223895	272	287	Flood Tide		MAG	1942	Passive	Noun	Noun	NoTo	AccDat
50881	729904	412	450	Moscow Expels Scheuer; Cites 'Improper Activities'; SCHEUER ORDERED TO LEAVE SOVIET	THEODORE SHABADSpecial to 	NEWS	1972	Passive	Pronoun	Noun	NoTo	AccDat
50882	729904	692	751	Moscow Expels Scheuer; Cites 'Improper Activities'; SCHEUER ORDERED TO LEAVE SOVIET	THEODORE SHABADSpecial to 	NEWS	1972	Passive	Pronoun	Noun	NoTo	AccDat
49305	10505	85989	86016	Airport		FIC	1968	Passive	Pronoun	Noun	NoTo	AccDat
41378	709953	1085	1097	After UNRRA?: U.S. Poses Quiz in U.N.; U.N. Hinges on Decision Grain Deficit Peril World Fund Limits Political Favor Jibe	John Beaufort Staff Correspondent of 	NEWS	1946	Passive	Noun	Noun	NoTo	AccDat
41563	710027	684	708	BIG FOUR IN ACCORD ON TRIESTE'S PORT; 11-Nation Commission Agreed To--Customs Union Banned --Civil Air Rights Snagged Bevin Says He Is Baffled BIG FOU	C. BROOKS PETERS	NEWS	1946	Passive	Noun	Noun	NoTo	AccDat
61425	774831	653	686	The prince of Frogtown	"Bragg, Rick."	NF	2008	Passive	Pronoun	Noun	NoTo	AccDat
48248	10455	14904	14940	An American Dream		FIC	1965	Passive	Noun	Noun	NoTo	AccDat
45027	264083	400	433	Loud & Low		MAG	1955	Passive	Noun	Noun	NoTo	AccDat
40028	706476	107	127	Letters		NEWS	1942	Passive	Noun	Noun	NoTo	AccDat
41236	10193	833	881	Upstart		FIC	1945	Passive	Pronoun	Noun	NoTo	AccDat
41238	10193	16018	16029	Upstart		FIC	1945	Passive	Pronoun	Noun	NoTo	AccDat
52028	774369	20202	20235	Sex Litigation and the Public Schools	E. C. Bolmeier	NF	1975	Passive	Noun	Noun	NoTo	AccDat
49430	431760	6395	6411	America's Hungry Families	Charles and Bonnie Remsberg	MAG	1968	Passive	Pronoun	Noun	NoTo	AccDat
49434	431769	863	883	Should Women be Drafted?	Sargent Shriver	MAG	1968	Passive	Noun	Noun	NoTo	AccDat
50056	774162	216372	216393	A Buddhist Leader in Ming China	Sung-peng Hsu	NF	1970	Passive	Pronoun	Noun	NoTo	AccDat
39716	494194	3451	3458	In the Eyes of a Briton	"Brailsford, H. N."	MAG	1941	Passive	Noun	Noun	NoTo	AccDat
47795	723188	278	290	AIR FORCE STUDIES SCOPE OF MISSION IN SPACE PROGRAM; 200-Member Team Presses Project Looking Toward Dramatic Assignments AIR FORCE STUDIES SCOPE OF MI	JACK RAYMOND Special to 	NEWS	1963	Passive	Noun	Noun	NoTo	AccDat
49215	774128	8952	8961	Quantity Food Sanitation	Karla Longree	NF	1967	Passive	Noun	Noun	NoTo	AccDat
58146	776915	6045	6066	Daniel Webster :the man and his time	"Remini, Robert Vincent, 1921-"	NF	1997	Passive	Pronoun	Noun	NoTo	AccDat
41611	10212	71891	71915	Salem Frigate		FIC	1946	Passive	Pronoun	Noun	NoTo	AccDat
52887	10645	66831	66856	Thursday the Rabbi Walked Out		FIC	1978	Passive	Pronoun	Noun	NoTo	AccDat
39460	705332	49	64	'Big Business' Fights Bill; House Is Open to Changes; Speaker Rayburn agrees Democrats may further restrict powers given President in measure	a Staff Correspondent of 	NEWS	1941	Passive	Noun	Noun	NoTo	AccDat
43410	714319	674	702	Letters		NEWS	1951	Passive	Noun	Noun	NoTo	AccDat
44430	774129	53118	53171	Let's Eat Right to Keep Fit	Adelle Davis	NF	1954	Passive	Noun	Noun	NoTo	AccDat
52111	732700	1030	1075	China power struggle seen after Mao death; 800 million will mourn for 8 days		NEWS	1976	Passive	Pronoun	Noun	NoTo	AccDat
44233	774259	9578	9607	After the Doctor Leaves	Marguerite Clark	NF	1954	Passive	Noun	Noun	NoTo	AccDat
42163	23554	2388	2399	Catalina: 	W. Somerset (William Somerset) Maugham	FIC	1948	Passive	Pronoun	Noun	NoTo	AccDat
42165	23554	2388	2399	Catalina: 	W. Somerset (William Somerset) Maugham	FIC	1948	Passive	Pronoun	Noun	NoTo	AccDat
39548	470918	5378	5402	War and disease	George W. (George William) Gray	MAG	1941	Passive	Noun	Noun	NoTo	AccDat
50830	780113	50389	50424	Golding's Tale	Mark Rose	FIC	1972	Passive	Pronoun	Noun	NoTo	AccDat
39083	704717	774	788	CABINET PARLEY ON WAR CALLED BY ROOSEVELT; Envoy Flashes Tip on Triple Attack		NEWS	1940	Passive	Noun	Noun	NoTo	AccDat
40521	774174	40650	40669	Regional Geography of Anglo-America	C. Langdon Foscue	NF	1943	Passive	Noun	Noun	NoTo	AccDat
48628	774340	13141	13175	East West Trade and United States Policy	Mose L. Harvey	NF	1966	Passive	Noun	Noun	NoTo	AccDat
48672	773720	19601	19620	A History of England	Leopold Von Ranke	NF	1966	Passive	Pronoun	Noun	NoTo	AccDat
47372	722283	885	905	Calls Situation Sensitive; KENNEDY REPLIES ON VIETNAM DATA 	MAX FRANKEL Special to 	NEWS	1962	Passive	Noun	Noun	NoTo	AccDat
41924	710524	235	264	"Elevator Starter Loses $247,000 Of Friends' Money in Stock Deals; Elevator Man Loses $247,000 Of Friends' Money in Stock Deals "	LEWIS WOODSpecial to 	NEWS	1947	Passive	Pronoun	Noun	NoTo	AccDat
41769	710866	879	909	BROOKS OPPOSES AID TO SOCIALIST POWERS ABROAD		NEWS	1947	Passive	Noun	Noun	NoTo	AccDat
46015	780020	56377	56410	Spartacus	Howard Fast	FIC	1958	Passive	Pronoun	Noun	NoTo	AccDat
54968	774163	25430	25447	German Myths and Legends	Donald A. MacKenzie	NF	1985	Passive	Pronoun	Noun	NoTo	AccDat
52935	10636	296949	296962	Whistle		FIC	1978	Passive	Pronoun	Noun	NoTo	AccDat
46221	720414	359	390	Castro Calls on U.S. For More Latin Aid; CASTRO URGES U. S. TO STEP UP LOANS	JUAN de ONIS	NEWS	1959	Passive	Noun	Noun	NoTo	AccDat
40680	708060	1081	1133	Byrnes Maps Pay Slashes in Post-War Era; BYRNES EXPECTS CUT IN WAGES IN POST-WAR ERA		NEWS	1944	Passive	Pronoun	Noun	NoTo	AccDat
48530	209239	298	344	The Cry of the Hawks		MAG	1965	Passive	Noun	Noun	NoTo	AccDat
43937	715168	46	66	ACCUSES CITY AIDS IN REPORT; KOHN FINDINGS NAME JUDGES AND ALDERMEN Document Is Read to Committee		NEWS	1953	Passive	Noun	Noun	NoTo	AccDat
43090	774166	8346	8367	The Price of Union	Herbert Agar	NF	1950	Passive	Pronoun	Noun	NoTo	AccDat
44404	774129	30094	30138	Let's Eat Right to Keep Fit	Adelle Davis	NF	1954	Passive	Pronoun	Noun	NoTo	AccDat
54248	669268	341	390	Women in political office: peaks on state level; plateaus in federal arena	"By George B. Merry, Staff writer of The Christian Science Monitor"	NEWS	1983	Passive	Noun	Noun	NoTo	AccDat
42152	10241	51778	51801	Guard of Honor		FIC	1948	Passive	Noun	Noun	NoTo	AccDat
39824	705280	0	40	Labor and Defense; Michigan Board Orders 30-Day Delay on All Armament Plant Strikes Invokes 'Public Interest' Clause Which May Extend Action To Most I		NEWS	1941	Passive	Noun	Noun	NoTo	AccDat
39059	704908	65	101	Havana Seeks Ways to Curb 'Fifth Column'; Argentina holds key to cartel proposal to forestall economic aggression by Nazis. Argentina Holds Key Nation	Roland Hall Sharp Staff Correspondent of 	NEWS	1940	Passive	Noun	Noun	NoTo	AccDat
39052	704593	0	36	"Farley Says He Is in Race As Far as Chicago; Avoids third term, indicating he's out to run----Visits Springfield--On way to Boston. He Means 'Chicago'"	Robert R. Mullen Staff Correspondent of 	NEWS	1940	Passive	Noun	Noun	NoTo	AccDat
44487	716367	245	287	GUATEMALA GIVES ASSENT TO INQUIRY; Toriello Reveals Turnabout on Inter-American Study of Aggression Charge	TAD SZULC	NEWS	1954	Passive	Noun	Noun	NoTo	AccDat
39323	774278	31235	31253	Robert Ridgeway	Isabel Law Ridgeway	NF	1940	Passive	Pronoun	Noun	NoTo	AccDat
48178	10449	4875	4891	Song of the Metamoris		FIC	1964	Passive	Pronoun	Noun	NoTo	AccDat
42056	773506	3874	3894	Wiring a Continent: The History of the Telegraph Industry in the United States	Robert Luther Thompson	NF	1947	Passive	Noun	Noun	NoTo	AccDat
39903	706834	125	156	"Axis Chiefs Meet in Rome? 'Teen-Age Bill Approved; East Told to Cut Oil Use The World's Day--November 10, 1942; In Europe: Axis Chiefs Are Reported in"		NEWS	1942	Passive	Noun	Noun	NoTo	AccDat
41215	305744	60	127	New Lost Generation?		MAG	1945	Passive	Noun	Noun	NoTo	AccDat
44155	13823	16803	16867	The Siren	"Treadwell, Sophie, 1885-1970"	FIC	1953	Passive	Pronoun	Noun	NoTo	AccDat
44846	717203	416	440	"PENTAGON TO PUSH FIGHT FOR RESERVE BEFORE SENATORS; Armed Services Unit to Hear Plea -- Aid, Highway Bills Set for House Action PENTAGON TO PUSH FIGHT"	ALLEN DRURYSpecial to 	NEWS	1955	Passive	Noun	Noun	NoTo	AccDat
44456	10319	39235	39278	Messiah		FIC	1954	Passive	Noun	Noun	NoTo	AccDat
47386	493429	1128	1167	Why Stevenson?	"Harrison, Gilbert A."	MAG	1962	Passive	Noun	Noun	NoTo	AccDat
42845	773925	23290	23296	A Field of Broken Stones	Lowell Naeve	NF	1950	Passive	Pronoun	Noun	NoTo	AccDat
41163	485570	1906	1933	The Shape of Things		MAG	1945	Passive	Noun	Noun	NoTo	AccDat
53454	10664	174880	174929	Riddley Walker		FIC	1980	Passive	Pronoun	Noun	NoTo	AccDat
39390	705179	489	498	"Auto Industry; Record Fourth Quarter Production Sustained By Sales, Field Demand Dealers Inventories Likely to Expand on Idea Defense Work May Slow Up"		NEWS	1940	Passive	Noun	NA	NoTo	AccDat
48682	10476	48500	48542	"I, the King"		FIC	1966	Passive	Pronoun	Noun	NoTo	AccDat
56303	53200	9207	9231	One Out of Many	"Packer, George"	FIC	1990	Passive	Pronoun	Noun	NoTo	AccDat
60042	776758	2325	2364	The Peloponnesian War	"Kagan, Donald."	NF	2003	Passive	Noun	Noun	NoTo	AccDat
48495	774205	2119	2156	The Stages of Political Development	A. F. K. Organski	NF	1965	Passive	Pronoun	Noun	NoTo	AccDat
48498	774205	17388	17399	The Stages of Political Development	A. F. K. Organski	NF	1965	Passive	Pronoun	Noun	NoTo	AccDat
39294	494169	601	621	The Week		MAG	1940	Passive	Noun	Noun	NoTo	AccDat
50370	782008	12323	12331	Ashes to Ashes	Emma Lather	FIC	1971	Passive	Pronoun	Noun	NoTo	AccDat
43731	714858	296	324	CHINESE REDS OPEN PARLEY IN MOSCOW ON ISSUES IN ASIA; Diplomatic Observers Believe Negotiations Will Cover More Than Far East VISHINSKY RECEIVES CHOU 	HARRISON E. SALISBURYSpecial to 	NEWS	1952	Passive	Noun	Noun	NoTo	AccDat
40355	475050	937	956	The Japanese-Americans in Hawaii	Cecil Hengy Coggins	MAG	1943	Passive	Noun	Noun	NoTo	AccDat
43077	13780	2922	2955	A String of Pearls	"Treadwell, Sophie, 1885-1970"	FIC	1950	Passive	Pronoun	Noun	NoTo	AccDat
47359	722311	815	839	Letters		NEWS	1962	Passive	Noun	Noun	NoTo	AccDat
43200	10261	329	350	World Enough and Time		FIC	1950	Passive	Pronoun	Noun	NoTo	AccDat
44346	10314	52712	52735	Katherine		FIC	1954	Passive	Pronoun	Noun	NoTo	AccDat
44108	715511	1124	1174	Ailing Taft Yields His Duties As Floor Leader to Knowland; AILING TAFT YIELDS TASK TO KNOWLAND	WILLIAM S. WHITE	NEWS	1953	Passive	Noun	Noun	NoTo	AccDat
47463	10427	188559	188616	Seven Days in May		FIC	1962	Passive	Noun	Noun	NoTo	AccDat
49641	774368	7500	7526	An Act of Congress: The Legislative Process and the Making of the Education Policy	Eugene Eidenberg and Roy D. Morey	NF	1969	Passive	Noun	Pronoun	NoTo	AccDat
41078	1010	77645	77683	The Metal Monster	"Merritt, Abraham, 1884-1943"	FIC	1945	NA	NA	NA	NA	NA
19399	2306	8942	9019	Mona		FIC	1891	Passive	Noun	Pronoun	To	AccDat
5986	7193	115797	115839	"Paul Ardenheim, the Monk of Wissahikon"		FIC	1848	Passive	Noun	Noun	To	AccDat
57487	620111	1264	1306	LETTERS TO THE EDITOR; 		NEWS	1994	Passive	Noun	NA	NoTo	DatAcc
46136	781978	41979	41992	The Empire City	Paul Goodman	FIC	1959	Passive	Pronoun	Noun	To	AccDat
